Down,Yards,QB,QB Sacks,QB Years,QB Height,QB Weight,QB Fumbles,QB Rush Att,QB Passer Rating,Receiver ID,Receiver Pos,Receiver Years,Receiver Height,Receiver Weight,Team,Intercepted,Success
1,10,B.Bortles,51,2,77,245,14,52,89.3,157,RB,3,72,215,JAC,0,1
2,2,B.Bortles,51,2,77,245,14,52,89.3,160,WR,2,75,215,JAC,0,1
1,10,B.Bortles,51,2,77,245,14,52,89.3,159,WR,2,75,205,JAC,0,1
1,10,B.Bortles,51,2,77,245,14,52,89.3,159,WR,2,75,205,JAC,0,1
1,10,B.Bortles,51,2,77,245,14,52,89.3,157,RB,3,72,215,JAC,0,1
1,10,M.Hasselbeck,37,17,76,235,3,16,84,293,WR,4,69,180,IND,0,0
2,10,M.Hasselbeck,37,17,76,235,3,16,84,295,WR,13,75,229,IND,0,1
2,10,M.Hasselbeck,37,17,76,235,3,16,84,289,RB,11,69,217,IND,0,1
3,6,M.Hasselbeck,37,17,76,235,3,16,84,293,WR,4,69,180,IND,0,1
1,5,M.Hasselbeck,37,17,76,235,3,16,84,291,TE,4,75,265,IND,0,0
3,4,M.Hasselbeck,37,17,76,235,3,16,84,294,WR,0,70,185,IND,0,0
1,10,M.Hasselbeck,37,17,76,235,3,16,84,293,WR,4,69,180,IND,1,0
2,8,M.Hasselbeck,37,17,76,235,3,16,84,292,TE,4,78,251,IND,0,1
2,11,M.Hasselbeck,37,17,76,235,3,16,84,292,TE,4,78,251,IND,0,0
3,11,M.Hasselbeck,37,17,76,235,3,16,84,294,WR,0,70,185,IND,0,1
1,10,R.Tannehill,45,4,76,220,10,32,89.3,987,WR,0,75,218,MIA,0,1
1,10,R.Tannehill,45,4,76,220,10,32,89.3,242,WR,3,72,198,MIA,0,1
3,20,R.Tannehill,45,4,76,220,10,32,89.3,237,RB,4,70,225,MIA,0,1
3,3,R.Tannehill,45,4,76,220,10,32,89.3,240,TE,5,77,260,MIA,0,1
2,6,R.Tannehill,45,4,76,220,10,32,89.3,987,WR,0,75,218,MIA,0,0
3,6,R.Tannehill,45,4,76,220,10,32,89.3,987,WR,0,75,218,MIA,1,0
1,10,M.Hasselbeck,37,17,76,235,3,16,84,289,RB,11,69,217,IND,0,0
2,10,M.Hasselbeck,37,17,76,235,3,16,84,296,WR,2,74,222,IND,0,1
3,3,M.Hasselbeck,37,17,76,235,3,16,84,293,WR,4,69,180,IND,0,0
2,8,R.Tannehill,45,4,76,220,10,32,89.3,238,WR,2,71,202,MIA,0,1
1,10,R.Tannehill,45,4,76,220,10,32,89.3,240,TE,5,77,260,MIA,0,1
1,10,M.Hasselbeck,37,17,76,235,3,16,84,296,WR,2,74,222,IND,0,1
1,10,M.Hasselbeck,37,17,76,235,3,16,84,293,WR,4,69,180,IND,0,1
1,10,M.Hasselbeck,37,17,76,235,3,16,84,291,TE,4,75,265,IND,0,0
2,10,M.Hasselbeck,37,17,76,235,3,16,84,1074,TE,3,78,267,IND,0,0
3,10,C.Whitehurst,37,10,77,226,0,2,50.3,295,WR,13,75,229,IND,0,1
1,10,R.Tannehill,45,4,76,220,10,32,89.3,987,WR,0,75,218,MIA,0,1
2,9,R.Tannehill,45,4,76,220,10,32,89.3,987,WR,0,75,218,MIA,0,1
2,6,R.Tannehill,45,4,76,220,10,32,89.3,237,RB,4,70,225,MIA,0,1
2,11,R.Tannehill,45,4,76,220,10,32,89.3,237,RB,4,70,225,MIA,0,1
1,10,R.Tannehill,45,4,76,220,10,32,89.3,987,WR,0,75,218,MIA,0,0
3,14,R.Tannehill,45,4,76,220,10,32,89.3,238,WR,2,71,202,MIA,0,0
1,10,C.Whitehurst,37,10,77,226,0,2,50.3,294,WR,0,70,185,IND,0,1
3,6,C.Whitehurst,37,10,77,226,0,2,50.3,293,WR,4,69,180,IND,0,0
2,5,R.Tannehill,45,4,76,220,10,32,89.3,987,WR,0,75,218,MIA,0,0
3,5,R.Tannehill,45,4,76,220,10,32,89.3,987,WR,0,75,218,MIA,0,1
3,1,R.Tannehill,45,4,76,220,10,32,89.3,1267,TE,3,76,268,MIA,0,1
1,10,R.Tannehill,45,4,76,220,10,32,89.3,237,RB,4,70,225,MIA,0,1
2,3,R.Tannehill,45,4,76,220,10,32,89.3,240,TE,5,77,260,MIA,0,1
2,13,R.Tannehill,45,4,76,220,10,32,89.3,987,WR,0,75,218,MIA,0,0
3,13,R.Tannehill,45,4,76,220,10,32,89.3,240,TE,5,77,260,MIA,0,1
1,5,C.Whitehurst,37,10,77,226,0,2,50.3,295,WR,13,75,229,IND,0,0
3,2,C.Whitehurst,37,10,77,226,0,2,50.3,292,TE,4,78,251,IND,0,1
3,7,C.Whitehurst,37,10,77,226,0,2,50.3,292,TE,4,78,251,IND,0,0
2,15,R.Tannehill,45,4,76,220,10,32,89.3,987,WR,0,75,218,MIA,0,0
2,12,C.Whitehurst,37,10,77,226,0,2,50.3,293,WR,4,69,180,IND,0,1
1,10,C.Whitehurst,37,10,77,226,0,2,50.3,295,WR,13,75,229,IND,0,1
1,10,C.Whitehurst,37,10,77,226,0,2,50.3,289,RB,11,69,217,IND,0,1
3,13,C.Whitehurst,37,10,77,226,0,2,50.3,293,WR,4,69,180,IND,0,1
2,13,C.Whitehurst,37,10,77,226,0,2,50.3,289,RB,11,69,217,IND,0,0
1,10,R.Tannehill,45,4,76,220,10,32,89.3,238,WR,2,71,202,MIA,0,1
1,10,R.Tannehill,45,4,76,220,10,32,89.3,242,WR,3,72,198,MIA,0,1
2,1,R.Tannehill,45,4,76,220,10,32,89.3,242,WR,3,72,198,MIA,0,1
1,10,R.Tannehill,45,4,76,220,10,32,89.3,238,WR,2,71,202,MIA,0,1
1,10,R.Tannehill,45,4,76,220,10,32,89.3,238,WR,2,71,202,MIA,0,1
1,9,R.Tannehill,45,4,76,220,10,32,89.3,237,RB,4,70,225,MIA,0,0
2,9,R.Tannehill,45,4,76,220,10,32,89.3,238,WR,2,71,202,MIA,0,0
1,10,C.Whitehurst,37,10,77,226,0,2,50.3,295,WR,13,75,229,IND,0,0
2,5,C.Whitehurst,37,10,77,226,0,2,50.3,1074,TE,3,78,267,IND,0,1
2,11,C.Whitehurst,37,10,77,226,0,2,50.3,1074,TE,3,78,267,IND,0,1
2,19,R.Tannehill,45,4,76,220,10,32,89.3,238,WR,2,71,202,MIA,0,1
3,10,R.Tannehill,45,4,76,220,10,32,89.3,240,TE,5,77,260,MIA,0,0
1,10,R.Tannehill,45,4,76,220,10,32,89.3,237,RB,4,70,225,MIA,0,1
2,3,R.Tannehill,45,4,76,220,10,32,89.3,238,WR,2,71,202,MIA,0,1
2,18,R.Tannehill,45,4,76,220,10,32,89.3,238,WR,2,71,202,MIA,0,1
1,5,R.Tannehill,45,4,76,220,10,32,89.3,238,WR,2,71,202,MIA,0,0
3,5,R.Tannehill,45,4,76,220,10,32,89.3,238,WR,2,71,202,MIA,0,0
1,10,R.Fitzpatrick,22,11,74,223,5,60,89.2,314,RB,5,70,204,NYJ,0,0
1,10,R.Fitzpatrick,22,11,74,223,5,60,89.2,1338,WR,3,73,195,NYJ,0,0
3,8,R.Fitzpatrick,22,11,74,223,5,60,89.2,1012,WR,1,74,225,NYJ,0,0
1,10,T.Brady,38,16,76,225,6,34,103.8,3,RB,4,71,220,NE,0,1
2,6,T.Brady,38,16,76,225,6,34,103.8,3,RB,4,71,220,NE,0,1
2,7,T.Brady,38,16,76,225,6,34,103.8,1053,WR,4,71,194,NE,0,1
1,10,R.Fitzpatrick,22,11,74,223,5,60,89.2,316,WR,6,75,214,NYJ,0,1
3,3,R.Fitzpatrick,22,11,74,223,5,60,89.2,317,WR,10,76,230,NYJ,0,1
1,10,R.Fitzpatrick,22,11,74,223,5,60,89.2,315,RB,6,72,222,NYJ,0,1
2,9,R.Fitzpatrick,22,11,74,223,5,60,89.2,315,RB,6,72,222,NYJ,0,1
3,3,R.Fitzpatrick,22,11,74,223,5,60,89.2,1338,WR,3,73,195,NYJ,0,1
2,9,R.Fitzpatrick,22,11,74,223,5,60,89.2,316,WR,6,75,214,NYJ,0,0
3,9,R.Fitzpatrick,22,11,74,223,5,60,89.2,1338,WR,3,73,195,NYJ,0,0
2,8,T.Brady,38,16,76,225,6,34,103.8,3,RB,4,71,220,NE,0,1
3,3,T.Brady,38,16,76,225,6,34,103.8,1051,RB,2,70,205,NE,0,1
1,10,R.Fitzpatrick,22,11,74,223,5,60,89.2,316,WR,6,75,214,NYJ,0,0
2,10,R.Fitzpatrick,22,11,74,223,5,60,89.2,314,RB,5,70,204,NYJ,0,1
2,9,R.Fitzpatrick,22,11,74,223,5,60,89.2,316,WR,6,75,214,NYJ,0,0
3,9,R.Fitzpatrick,22,11,74,223,5,60,89.2,1338,WR,3,73,195,NYJ,0,0
2,11,T.Brady,38,16,76,225,6,34,103.8,4,TE,6,78,265,NE,0,1
1,10,T.Brady,38,16,76,225,6,34,103.8,4,TE,6,78,265,NE,0,0
4,1,T.Brady,38,16,76,225,6,34,103.8,1051,RB,2,70,205,NE,0,1
3,3,T.Brady,38,16,76,225,6,34,103.8,1053,WR,4,71,194,NE,0,0
1,10,R.Fitzpatrick,22,11,74,223,5,60,89.2,317,WR,10,76,230,NYJ,0,1
1,10,R.Fitzpatrick,22,11,74,223,5,60,89.2,317,WR,10,76,230,NYJ,0,0
3,6,R.Fitzpatrick,22,11,74,223,5,60,89.2,1338,WR,3,73,195,NYJ,0,1
2,3,R.Fitzpatrick,22,11,74,223,5,60,89.2,1338,WR,3,73,195,NYJ,0,1
3,2,R.Fitzpatrick,22,11,74,223,5,60,89.2,314,RB,5,70,204,NYJ,0,1
1,2,R.Fitzpatrick,22,11,74,223,5,60,89.2,317,WR,10,76,230,NYJ,0,1
2,8,T.Brady,38,16,76,225,6,34,103.8,1051,RB,2,70,205,NE,0,1
1,10,T.Brady,38,16,76,225,6,34,103.8,4,TE,6,78,265,NE,0,1
2,7,T.Brady,38,16,76,225,6,34,103.8,1053,WR,4,71,194,NE,0,1
1,10,T.Brady,38,16,76,225,6,34,103.8,4,TE,6,78,265,NE,1,0
2,11,R.Fitzpatrick,22,11,74,223,5,60,89.2,317,WR,10,76,230,NYJ,0,1
1,10,R.Fitzpatrick,22,11,74,223,5,60,89.2,317,WR,10,76,230,NYJ,0,1
1,10,R.Fitzpatrick,22,11,74,223,5,60,89.2,315,RB,6,72,222,NYJ,0,1
3,11,R.Fitzpatrick,22,11,74,223,5,60,89.2,317,WR,10,76,230,NYJ,0,1
1,10,T.Brady,38,16,76,225,6,34,103.8,3,RB,4,71,220,NE,0,1
1,10,T.Brady,38,16,76,225,6,34,103.8,1053,WR,4,71,194,NE,0,1
2,7,T.Brady,38,16,76,225,6,34,103.8,1297,WR,6,75,210,NE,0,1
1,10,R.Fitzpatrick,22,11,74,223,5,60,89.2,315,RB,6,72,222,NYJ,0,1
2,7,R.Fitzpatrick,22,11,74,223,5,60,89.2,317,WR,10,76,230,NYJ,0,1
2,11,R.Fitzpatrick,22,11,74,223,5,60,89.2,1012,WR,1,74,225,NYJ,0,1
2,12,R.Fitzpatrick,22,11,74,223,5,60,89.2,1338,WR,3,73,195,NYJ,0,0
3,12,R.Fitzpatrick,22,11,74,223,5,60,89.2,1338,WR,3,73,195,NYJ,0,1
1,10,T.Brady,38,16,76,225,6,34,103.8,1053,WR,4,71,194,NE,0,1
3,12,T.Brady,38,16,76,225,6,34,103.8,3,RB,4,71,220,NE,0,0
2,7,R.Fitzpatrick,22,11,74,223,5,60,89.2,317,WR,10,76,230,NYJ,0,0
3,7,R.Fitzpatrick,22,11,74,223,5,60,89.2,314,RB,5,70,204,NYJ,0,1
1,10,T.Brady,38,16,76,225,6,34,103.8,1053,WR,4,71,194,NE,0,1
3,5,T.Brady,38,16,76,225,6,34,103.8,1051,RB,2,70,205,NE,0,1
1,10,T.Brady,38,16,76,225,6,34,103.8,10,TE,2,78,304,NE,0,0
2,10,T.Brady,38,16,76,225,6,34,103.8,1053,WR,4,71,194,NE,0,0
2,7,T.Brady,38,16,76,225,6,34,103.8,1053,WR,4,71,194,NE,0,0
3,7,T.Brady,38,16,76,225,6,34,103.8,1053,WR,4,71,194,NE,0,0
2,8,R.Fitzpatrick,22,11,74,223,5,60,89.2,1338,WR,3,73,195,NYJ,0,0
3,8,R.Fitzpatrick,22,11,74,223,5,60,89.2,314,RB,5,70,204,NYJ,0,1
1,10,T.Brady,38,16,76,225,6,34,103.8,3,RB,4,71,220,NE,0,1
2,9,T.Brady,38,16,76,225,6,34,103.8,1053,WR,4,71,194,NE,0,1
3,1,T.Brady,38,16,76,225,6,34,103.8,3,RB,4,71,220,NE,0,0
4,1,T.Brady,38,16,76,225,6,34,103.8,4,TE,6,78,265,NE,0,1
2,13,T.Brady,38,16,76,225,6,34,103.8,1053,WR,4,71,194,NE,0,1
3,9,T.Brady,38,16,76,225,6,34,103.8,1053,WR,4,71,194,NE,0,0
4,9,T.Brady,38,16,76,225,6,34,103.8,4,TE,6,78,265,NE,0,1
1,9,T.Brady,38,16,76,225,6,34,103.8,1051,RB,2,70,205,NE,0,1
3,4,R.Fitzpatrick,22,11,74,223,5,60,89.2,316,WR,6,75,214,NYJ,0,0
1,10,R.Fitzpatrick,22,11,74,223,5,60,89.2,316,WR,6,75,214,NYJ,0,1
1,10,R.Fitzpatrick,22,11,74,223,5,60,89.2,314,RB,5,70,204,NYJ,0,0
2,10,R.Fitzpatrick,22,11,74,223,5,60,89.2,314,RB,5,70,204,NYJ,0,1
3,8,R.Fitzpatrick,22,11,74,223,5,60,89.2,1012,WR,1,74,225,NYJ,0,0
2,8,R.Fitzpatrick,22,11,74,223,5,60,89.2,1012,WR,1,74,225,NYJ,0,1
2,6,R.Fitzpatrick,22,11,74,223,5,60,89.2,317,WR,10,76,230,NYJ,0,1
1,6,R.Fitzpatrick,22,11,74,223,5,60,89.2,316,WR,6,75,214,NYJ,0,1
2,9,Z.Mettenberger,54,2,77,224,4,9,68.7,673,WR,4,70,191,TEN,0,1
3,4,Z.Mettenberger,54,2,77,224,4,9,68.7,672,TE,10,72,248,TEN,0,1
1,10,Z.Mettenberger,54,2,77,224,4,9,68.7,902,WR,0,77,237,TEN,0,0
1,10,Z.Mettenberger,54,2,77,224,4,9,68.7,673,WR,4,70,191,TEN,0,1
2,11,Z.Mettenberger,54,2,77,224,4,9,68.7,1402,RB,0,71,229,TEN,0,1
3,13,Z.Mettenberger,54,2,77,224,4,9,68.7,673,WR,4,70,191,TEN,0,1
2,5,B.Weeden,36,4,76,228,2,16,99.2,376,WR,11,73,183,HOU,0,1
2,8,B.Daniels,36,3,71,217,0,6,58.3,1193,WR,0,74,217,HOU,0,1
2,9,B.Weeden,36,4,76,228,2,16,99.2,1193,WR,0,74,217,HOU,0,0
3,9,B.Weeden,36,4,76,228,2,16,99.2,379,WR,3,73,218,HOU,0,0
1,10,Z.Mettenberger,54,2,77,224,4,9,68.7,903,TE,8,75,263,TEN,0,1
2,2,Z.Mettenberger,54,2,77,224,4,9,68.7,674,WR,8,72,183,TEN,0,1
3,3,Z.Mettenberger,54,2,77,224,4,9,68.7,1073,RB,2,70,225,TEN,0,0
3,6,B.Weeden,36,4,76,228,2,16,99.2,379,WR,3,73,218,HOU,0,1
1,20,Z.Mettenberger,54,2,77,224,4,9,68.7,675,TE,10,76,255,TEN,0,0
3,16,Z.Mettenberger,54,2,77,224,4,9,68.7,672,TE,10,72,248,TEN,0,0
2,8,B.Weeden,36,4,76,228,2,16,99.2,379,WR,3,73,218,HOU,0,1
3,5,B.Weeden,36,4,76,228,2,16,99.2,1193,WR,0,74,217,HOU,0,1
2,10,B.Weeden,36,4,76,228,2,16,99.2,379,WR,3,73,218,HOU,0,0
3,10,B.Weeden,36,4,76,228,2,16,99.2,1408,RB,0,70,190,HOU,0,0
1,10,Z.Mettenberger,54,2,77,224,4,9,68.7,672,TE,10,72,248,TEN,0,1
2,8,Z.Mettenberger,54,2,77,224,4,9,68.7,672,TE,10,72,248,TEN,0,1
3,6,Z.Mettenberger,54,2,77,224,4,9,68.7,672,TE,10,72,248,TEN,0,0
1,10,B.Weeden,36,4,76,228,2,16,99.2,379,WR,3,73,218,HOU,0,1
1,10,B.Weeden,36,4,76,228,2,16,99.2,372,RB,2,74,223,HOU,0,1
2,9,B.Daniels,36,3,71,217,0,6,58.3,1408,RB,0,70,190,HOU,0,1
2,19,B.Weeden,36,4,76,228,2,16,99.2,379,WR,3,73,218,HOU,0,1
1,10,Z.Mettenberger,54,2,77,224,4,9,68.7,675,TE,10,76,255,TEN,0,1
1,10,Z.Mettenberger,54,2,77,224,4,9,68.7,675,TE,10,76,255,TEN,0,0
2,10,Z.Mettenberger,54,2,77,224,4,9,68.7,675,TE,10,76,255,TEN,0,0
3,10,Z.Mettenberger,54,2,77,224,4,9,68.7,674,WR,8,72,183,TEN,0,1
1,10,Z.Mettenberger,54,2,77,224,4,9,68.7,902,WR,0,77,237,TEN,0,0
2,10,Z.Mettenberger,54,2,77,224,4,9,68.7,672,TE,10,72,248,TEN,0,0
3,10,Z.Mettenberger,54,2,77,224,4,9,68.7,674,WR,8,72,183,TEN,0,0
1,10,B.Weeden,36,4,76,228,2,16,99.2,376,WR,11,73,183,HOU,0,0
3,12,B.Weeden,36,4,76,228,2,16,99.2,1193,WR,0,74,217,HOU,0,0
1,10,Z.Mettenberger,54,2,77,224,4,9,68.7,674,WR,8,72,183,TEN,0,0
2,10,Z.Mettenberger,54,2,77,224,4,9,68.7,675,TE,10,76,255,TEN,0,0
3,10,Z.Mettenberger,54,2,77,224,4,9,68.7,672,TE,10,72,248,TEN,0,0
1,10,B.Weeden,36,4,76,228,2,16,99.2,376,WR,11,73,183,HOU,0,1
1,10,B.Weeden,36,4,76,228,2,16,99.2,379,WR,3,73,218,HOU,0,1
2,4,B.Weeden,36,4,76,228,2,16,99.2,375,TE,2,77,265,HOU,0,1
2,8,B.Weeden,36,4,76,228,2,16,99.2,379,WR,3,73,218,HOU,0,1
1,10,B.Weeden,36,4,76,228,2,16,99.2,379,WR,3,73,218,HOU,0,0
2,10,B.Weeden,36,4,76,228,2,16,99.2,379,WR,3,73,218,HOU,0,1
1,10,Z.Mettenberger,54,2,77,224,4,9,68.7,674,WR,8,72,183,TEN,0,1
3,3,Z.Mettenberger,54,2,77,224,4,9,68.7,902,WR,0,77,237,TEN,0,1
3,13,Z.Mettenberger,54,2,77,224,4,9,68.7,1073,RB,2,70,225,TEN,1,0
1,10,B.Weeden,36,4,76,228,2,16,99.2,376,WR,11,73,183,HOU,0,0
3,8,B.Weeden,36,4,76,228,2,16,99.2,378,TE,3,78,254,HOU,0,1
3,4,B.Weeden,36,4,76,228,2,16,99.2,376,WR,11,73,183,HOU,0,1
2,11,Z.Mettenberger,54,2,77,224,4,9,68.7,674,WR,8,72,183,TEN,0,0
3,11,Z.Mettenberger,54,2,77,224,4,9,68.7,1438,WR,0,72,210,TEN,0,0
1,10,B.Weeden,36,4,76,228,2,16,99.2,379,WR,3,73,218,HOU,0,0
3,4,B.Weeden,36,4,76,228,2,16,99.2,1408,RB,0,70,190,HOU,0,1
3,6,B.Weeden,36,4,76,228,2,16,99.2,379,WR,3,73,218,HOU,0,0
1,10,Z.Mettenberger,54,2,77,224,4,9,68.7,672,TE,10,72,248,TEN,0,1
2,5,Z.Mettenberger,54,2,77,224,4,9,68.7,672,TE,10,72,248,TEN,0,1
1,10,Z.Mettenberger,54,2,77,224,4,9,68.7,674,WR,8,72,183,TEN,0,0
1,10,Z.Mettenberger,54,2,77,224,4,9,68.7,674,WR,8,72,183,TEN,0,0
2,10,Z.Mettenberger,54,2,77,224,4,9,68.7,1438,WR,0,72,210,TEN,0,1
3,3,Z.Mettenberger,54,2,77,224,4,9,68.7,672,TE,10,72,248,TEN,0,1
1,9,Z.Mettenberger,54,2,77,224,4,9,68.7,674,WR,8,72,183,TEN,0,1
1,10,Z.Mettenberger,54,2,77,224,4,9,68.7,672,TE,10,72,248,TEN,0,1
2,5,Z.Mettenberger,54,2,77,224,4,9,68.7,675,TE,10,76,255,TEN,0,0
3,5,Z.Mettenberger,54,2,77,224,4,9,68.7,667,RB,2,70,209,TEN,0,1
2,8,B.Daniels,36,3,71,217,0,6,58.3,1193,WR,0,74,217,HOU,0,0
1,10,Z.Mettenberger,54,2,77,224,4,9,68.7,672,TE,10,72,248,TEN,0,1
2,7,Z.Mettenberger,54,2,77,224,4,9,68.7,672,TE,10,72,248,TEN,0,0
3,7,Z.Mettenberger,54,2,77,224,4,9,68.7,667,RB,2,70,209,TEN,0,0
1,10,Z.Mettenberger,54,2,77,224,4,9,68.7,667,RB,2,70,209,TEN,0,1
1,10,Z.Mettenberger,54,2,77,224,4,9,68.7,675,TE,10,76,255,TEN,0,1
2,1,Z.Mettenberger,54,2,77,224,4,9,68.7,667,RB,2,70,209,TEN,0,1
1,10,Z.Mettenberger,54,2,77,224,4,9,68.7,674,WR,8,72,183,TEN,0,0
2,10,Z.Mettenberger,54,2,77,224,4,9,68.7,672,TE,10,72,248,TEN,0,1
3,2,Z.Mettenberger,54,2,77,224,4,9,68.7,674,WR,8,72,183,TEN,0,1
1,1,Z.Mettenberger,54,2,77,224,4,9,68.7,672,TE,10,72,248,TEN,0,0
2,1,Z.Mettenberger,54,2,77,224,4,9,68.7,902,WR,0,77,237,TEN,0,0
3,1,Z.Mettenberger,54,2,77,224,4,9,68.7,674,WR,8,72,183,TEN,0,0
